authorID,name
145508587,Jun  Wen
145517516,Jesús  Murillo
145519756,William W.  Hall
145538607,Myriam  Valero
145541736,Charles Scott Baker
145552121,Francis M. Martin
145579693,Takashi  Shiina
145584615,Andreas  Brune
145595949,Meredith  Blackwell
145609306,David  Rollinson
145615657,James F. White
145616923,Amparo  Latorre
145643804,Isao  Fujii
145649378,Jorge  Vieira
145667145,Masami  Hasegawa
145678722,Sarah  Mathews
145689496,Thomas  Boller
145690700,Koichi  Makimura
145694086,Sung-Keun Rhee Rhee
145703308,Robert Edward Davis
145731446,Henri-Joseph  Parra
145734315,Marc  Van Ranst
145741448,Leo  Joseph
145744833,Richard A. Gibbs
145744976,Michael  Westerman
145779687,Terry  Burke
145818878,Nathan  Lo
145878671,Katherine  Belov
145891880,Margherita  Sosio
145898945,Frank  Nilsen
145926458,Jun J. Zou
145955933,Bernd  Hoffmann
145968730,Yi  Guan
145980070,VSEVOLOD L. POPOV
145983267,Marcelo  Gottschalk
145987141,Balázs  Harrach
145991349,Stephan  Günther
152267502,Mark W.  Chase
152462278,Teresa A.  Coutinho
152561702,Steven A.  Nadler
152774855,Ake  Lundkvist
152875595,Ryuichi  Koga
152875923,Naokazu  Takeda
153231029,Jae-Seong  Lee
153480148,James John Becnel
153733385,Sherwood R. Casjens
153893966,Masaharu  Mizutani
1382487671,Elizaveta A. Bonch-Osmolovskaya
1383170623,Ramon A. Rossello-Mora
1384084368,Iñaki  Ruiz-Trillo
1389996503,Francisco  Rodríguez-Valera
1396280866,Eric E. Sanders-Buell
1397386800,Eitel  Mpoudi-Ngole
1397426853,Frederick  Bibollet-Ruche
1398064073,Benoit  St-Pierre
1398077846,Kim E.  Hammond-Kosack
1398323388,Mansour  El-Matbouli
1398478238,Jesús  Navas-Castillo
1398537464,Miho  Inoue-Murayama
1398560824,Carolina-V  Barillas-Mury
1398618620,Ferran  Garcia-Pichel
1398728803,Regina  Hofmann-Lehmann
1399068469,Arnoldo  Santos-Guerra
1400471981,Nicole  Boury-Esnault
1401238147,Claudia Barros Monteiro-Vitorello
1401901895,MARIO  GARCÍA‐PARÍS
1404503883,Patrick Michael O’Grady
1484904782,William J.  Murphy
2061019026,Osamu  Kaneko
2106569804,Franco  Widmer
2107283532,R. C. Andrew Thompson
2108115827,Ya-Ping  Zhang
2109706457,Seung Bum Kim
2110085299,Kazuaki  Takahashi
2110315374,John W. Taylor
2111010098,Richard K. Wilson
2111368705,Takashi  Yamamoto
2111445166,Hitoshi  Suzuki
