"","author_id","name_initial","name","num_ssid_1997","num_ssid_1998","num_ssid_1999","num_ssid_2000","num_ssid_2001","num_ssid_2002","num_ssid_2003","num_ssid_2004","num_ssid_2005","num_ssid_2006","num_ssid_2007","num_ssid_2008","num_ssid_2009","num_ssid_2010","num_ssid_2011","num_ssid_2012","num_ssid_2013","num_ssid_2014","num_ssid_2015","num_ssid_2016","num_ssid_2017"
"345",4215840,"Holman,P.J.","Patricia J. Holman",NA,2,6,2,NA,2,3,1,4,NA,1,1,1,1,1,1,1,3,NA,2,1
"346",4224037,"Giovannoni,S.J.","Stephen J. Giovannoni",3,3,5,1,1,2,4,7,5,2,11,2,4,3,3,NA,1,NA,NA,NA,1
"347",4233576,"Doronina,N.V.","Nina V. Doronina",NA,1,NA,4,3,2,3,1,3,NA,6,1,3,3,6,2,4,1,3,NA,2
"348",4244130,"Jongwutiwes,S.","Somchai  Jongwutiwes",1,1,1,1,1,3,NA,1,1,1,1,3,3,5,3,2,3,2,2,1,NA
"349",4248951,"Selosse,M.","Marc-Andreé  Selosse",NA,NA,2,NA,NA,5,NA,3,3,2,2,4,7,2,2,10,NA,1,6,3,4
"350",4267222,"Verheyen,E.","ERIK  VERHEYEN",NA,1,1,1,9,1,6,2,3,4,1,3,3,2,4,2,2,2,3,NA,4
"351",4269628,"Mascola,J.R.","John R.  Mascola",2,1,NA,2,NA,1,NA,NA,2,1,3,NA,2,2,4,8,7,9,12,18,10
"352",4276808,"Slobodkin,A.I.","Alexander I. Slobodkin",2,NA,1,NA,2,1,1,2,NA,1,NA,1,2,NA,NA,5,2,1,2,4,2
"353",4278651,"Teeri,T.H.","Teemu H.  Teeri",NA,2,2,1,NA,NA,2,2,2,1,3,2,NA,1,NA,2,NA,NA,3,1,2
"354",4293946,"Olsen,K.M.","Kenneth M. Olsen",NA,NA,1,NA,NA,2,NA,3,NA,2,3,1,2,5,2,3,2,1,2,2,NA
"355",4298565,"Caccio,S.M.","Simone Mario Cacciò",1,NA,3,2,NA,2,3,NA,1,NA,2,2,4,2,2,5,1,1,3,1,2
"356",4304876,"Tsukaya,H.","Hirokazu  Tsukaya",1,1,NA,NA,1,2,2,2,2,1,NA,3,NA,2,NA,3,1,1,2,NA,NA
"357",4305524,"Yakimov,M.M.","Michail M.  Yakimov",NA,4,NA,1,2,2,3,4,3,7,2,NA,6,6,5,6,10,6,9,2,4
"358",4308106,"Charrel,R.N.","Rémi N.  Charrel",NA,1,2,NA,6,1,2,2,NA,6,7,7,4,5,1,4,3,3,6,10,2
"359",4311698,"Andreadis,T.G.","Theodore G. Andreadis",NA,1,1,NA,2,1,NA,1,NA,2,2,3,NA,1,3,1,2,NA,3,1,1
"360",4316176,"Ketmaier,V.","Valerio  Ketmaier",NA,NA,1,NA,1,1,2,1,2,2,1,2,2,4,1,8,7,1,1,1,1
"361",4317050,"Donadio,S.","Stefano  Donadio",2,NA,NA,2,NA,1,5,2,1,6,NA,1,2,1,NA,1,4,NA,1,NA,1
"362",4322229,"Petrovec,M.","Miroslav  Petrovec",NA,NA,1,2,1,1,5,1,2,3,3,1,NA,NA,2,1,1,2,NA,1,NA
"363",4351597,"Medstrand,P.","Patrik  Medstrand",4,2,2,NA,2,1,1,NA,2,1,1,NA,1,2,1,NA,1,NA,1,NA,1
"364",4363139,"Minsavage,G.V.","Gerald V. Minsavage",NA,NA,1,2,NA,NA,NA,1,1,NA,1,NA,1,1,1,2,NA,2,1,2,1
"365",4365445,"Jebbink,M.F.","Maarten F. Jebbink",NA,NA,2,NA,1,NA,NA,2,NA,3,1,2,NA,1,NA,1,2,4,2,NA,NA
"366",4380012,"Schneider,H.","Horacio  Schneider",4,3,3,NA,1,1,2,5,NA,1,2,3,4,2,2,5,4,7,4,5,4
"367",4381615,"Ashikari,M.","Motoyuki  Ashikari",NA,NA,1,1,NA,4,3,NA,5,NA,3,NA,1,2,1,1,1,NA,1,2,1
"368",4382021,"Chijiwa,T.","Takahito  Chijiwa",1,NA,NA,1,NA,1,2,NA,NA,1,NA,2,1,1,1,1,1,3,1,1,NA
"369",4384073,"Delwart,E.L.","Eric L. Delwart",NA,NA,1,1,1,2,3,2,5,2,4,4,9,15,11,15,19,24,19,20,18
"370",4388621,"Mardulyn,P.","Patrick  Mardulyn",1,NA,2,1,2,1,2,NA,1,NA,NA,1,1,NA,1,1,2,3,4,4,2
"371",4395415,"Depaquit,J.","Jérôme  Depaquit",NA,1,NA,1,1,2,NA,2,3,1,2,3,3,2,2,5,5,5,7,1,1
"372",4416705,"Kudo,T.","Takuji  Kudo",NA,1,2,1,NA,NA,1,NA,4,4,12,7,1,6,7,1,7,5,7,11,2
"373",4417878,"Muyzer,G.","Gerard  Muyzer",7,6,6,7,1,3,NA,6,10,6,19,18,11,9,16,17,7,8,2,NA,NA
"374",4445020,"Erseus,C.","Christer  Erséus",NA,NA,2,1,4,1,NA,1,4,3,1,4,4,7,1,3,3,2,4,5,4
"375",4464397,"Doskar,J.","Jiří  Doškař",NA,2,NA,NA,1,1,2,NA,3,NA,1,1,1,2,NA,2,3,NA,1,2,1
"376",4468449,"Hassanin,A.","Alexandre  Hassanin",NA,2,3,1,2,1,3,3,5,4,6,NA,1,3,1,7,3,4,3,3,9
"377",4478826,"Satta,Y.","Yoko  Satta",2,1,2,3,1,5,4,1,3,6,1,3,NA,2,1,1,NA,1,4,6,3
"378",4479034,"Dubilier,N.","Nicole  Dubilier",NA,NA,1,NA,1,NA,1,1,3,5,5,8,1,2,3,5,4,2,2,6,2
"379",4493446,"Bonvicino,C.R.","Cibele Rodrigues Bonvicino",NA,1,3,NA,4,NA,3,NA,3,NA,9,1,4,3,5,2,5,1,1,1,7
"380",4498947,"Wingfield,B.D.","Brenda Diana Wingfield",NA,2,5,6,16,4,10,11,16,18,3,7,11,13,9,7,9,6,4,5,2
"381",4503903,"Cronn,R.C.","Richard C. Cronn",NA,1,3,NA,1,3,6,NA,2,1,3,1,4,1,6,3,3,NA,NA,1,NA
"382",4510280,"Caccone,A.","Adalgisa  Caccone",2,1,4,NA,2,3,5,8,5,8,5,6,4,3,3,6,1,1,2,4,NA
"383",4519075,"Flajnik,M.F.","Martin F.  Flajnik",1,1,3,2,3,4,5,6,2,4,NA,2,1,3,4,2,NA,4,1,7,NA
"384",4525813,"Brasier,C.M.","Clive M. Brasier",NA,3,2,2,NA,NA,1,3,4,6,1,NA,1,2,2,3,NA,NA,NA,NA,1
"385",4527978,"Mavingui,P.","Patrick  Mavingui",NA,1,NA,NA,NA,1,NA,4,1,4,NA,4,7,1,4,6,1,NA,3,1,2
"386",4531143,"Leuchtmann,A.","Adrian  Leuchtmann",1,NA,NA,NA,1,NA,1,2,NA,NA,3,5,NA,1,2,2,3,1,1,NA,1
"387",4561217,"Horimoto,T.","Taisuke  Horimoto",1,NA,NA,NA,1,NA,NA,NA,4,NA,1,1,1,NA,NA,2,1,NA,NA,2,1
"388",4570541,"Ohta,Y.","Yukari  Ohta",NA,NA,1,NA,NA,1,NA,4,4,2,NA,1,NA,1,2,NA,2,1,1,NA,NA
"389",4597918,"Ciarlet,M.","Max  Ciarlet",2,NA,1,2,1,1,5,NA,1,6,2,3,1,2,5,3,2,2,1,NA,3
"390",4601245,"Kusel,K.","Kirsten  Küsel",NA,NA,1,1,1,NA,1,1,NA,1,1,3,NA,6,2,4,2,6,3,3,1
"391",4610538,"Musser,J.M.","James M.  Musser",4,2,2,4,1,3,2,1,2,1,1,2,NA,1,NA,1,NA,4,NA,1,NA
"392",4619035,"Hibbett,D.S.","David S. Hibbett",1,1,2,1,6,3,1,2,3,10,5,2,2,4,2,10,3,2,5,3,1
"393",4642352,"Tschachler,E.","Erwin  Tschachler",1,NA,NA,2,2,2,NA,NA,2,3,NA,4,2,NA,1,NA,NA,4,NA,1,NA
"394",4652337,"Fujisaki,K.","Kozo  Fujisaki",NA,NA,4,NA,7,1,2,4,2,13,21,6,12,5,2,3,1,NA,1,3,1
"395",4676298,"Osbourn,A.E.","Anne E.  Osbourn",NA,NA,2,1,2,1,2,2,NA,1,NA,NA,1,NA,NA,NA,2,1,2,NA,1
"396",4694413,"Robertson,D.R.","David Ross Robertson",NA,1,1,1,1,1,1,NA,2,3,NA,3,1,1,NA,1,1,1,1,2,1
"397",4703312,"Candresse,T.","Thierry  Candresse",6,2,NA,1,4,NA,1,3,10,5,2,2,3,3,5,2,7,11,9,4,10
"398",4704855,"Distel,D.L.","Daniel L. Distel",NA,1,NA,5,NA,2,2,3,1,1,2,NA,1,NA,1,1,NA,3,NA,1,NA
"399",4715143,"Ushijima,K.","Koichiro  Ushijima",NA,2,NA,NA,NA,1,3,2,NA,NA,2,NA,1,NA,1,1,NA,NA,NA,1,NA
"400",4743460,"Hanotte,O.","Olivier  Hanotte",NA,NA,1,2,NA,NA,1,1,NA,1,NA,1,3,2,2,NA,2,1,1,1,NA
"401",4747662,"Denamur,E.","Erick  Denamur",3,NA,NA,1,2,NA,3,3,NA,NA,1,NA,3,1,1,NA,NA,2,NA,1,NA
"402",4764955,"Stenger,D.C.","Drake C. Stenger",NA,1,2,1,1,4,NA,3,3,NA,NA,1,4,4,1,1,1,1,NA,2,NA
"403",4771168,"Sampaio,J.P.","José Paulo  Sampaio",NA,NA,1,1,3,3,3,2,2,4,2,3,4,6,2,NA,2,6,3,1,1
"404",4780414,"Nealson,K.H.","Kenneth H.  Nealson",2,1,2,NA,3,3,7,7,14,5,65,NA,3,2,6,3,6,6,1,NA,NA
"405",4787157,"Pourrut,X.","Xavier  Pourrut",2,NA,NA,NA,2,2,1,5,1,3,3,NA,NA,NA,1,NA,1,NA,1,1,NA
"406",4805919,"Verneau,O.","Olivier  Verneau",1,1,NA,NA,2,3,2,1,NA,2,1,1,3,1,5,2,NA,2,1,NA,2
"407",4820846,"Lovette,I.J.","Irby J. Lovette",NA,NA,3,1,1,3,1,2,1,1,7,5,4,4,6,4,1,7,1,1,NA
"408",4822651,"Blacket,M.J.","MARK J.  BLACKET",3,NA,1,2,1,NA,NA,NA,1,6,2,2,NA,2,3,2,NA,1,1,4,1
"409",4873162,"Zamudio,K.R.","Kelly Raquel Zamudio",1,1,NA,2,1,1,1,2,NA,NA,3,3,8,3,1,7,NA,2,3,2,1
"410",4886143,"Beveridge,I.","Ian  Beveridge",3,7,4,3,3,2,NA,1,1,1,6,2,7,2,3,4,5,4,1,2,3
"411",4887818,"Herniou,E.A.","Elisabeth A. Herniou",1,3,5,3,1,2,2,2,1,NA,2,1,2,NA,NA,1,6,2,8,NA,1
"412",4894979,"Teske,A.P.","Andreas P. Teske",NA,1,2,3,1,2,4,1,3,6,NA,1,1,3,6,7,6,4,4,3,NA
"413",4896852,"Loureiro,C.L.","Carmen Luisa Loureiro",NA,1,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,1,2,1,1,1,2,NA,NA
"414",4901632,"Nylund,A.","Are  Nylund",NA,NA,1,1,3,1,2,2,3,7,7,8,2,6,3,2,2,4,5,2,4
"415",4916944,"Mboup,S.","Souleymane  Mboup",1,NA,2,4,1,1,2,2,NA,2,2,1,NA,1,1,2,6,NA,NA,NA,2
"416",4933519,"Gram,L.","Lone  Gram",1,NA,NA,1,1,1,2,6,3,1,2,1,1,5,2,2,1,NA,3,5,12
"417",4940245,"Fukatsu,T.","Takema  Fukatsu",2,1,1,5,4,5,3,1,7,7,5,8,5,7,10,8,15,8,6,2,8
"418",4962320,"Golyshin,P.N.","Peter N.  Golyshin",NA,4,NA,1,2,2,2,5,4,3,5,1,6,5,6,5,8,5,10,2,7
"419",4962498,"Stanhope,M.J.","Michael J.  Stanhope",3,6,4,5,14,12,9,1,3,3,2,1,1,1,1,1,1,NA,NA,5,1
"420",4963423,"Kano,R.","Rui  Kano",1,1,2,2,4,2,2,5,5,3,NA,2,NA,3,2,2,3,1,2,1,1
"421",5007350,"Verreth,C.","Christel  Verreth",1,3,NA,NA,1,2,2,NA,2,NA,1,NA,1,NA,NA,3,NA,NA,NA,1,1
"422",5010638,"Ka,J.","Jong-Ok  Ka",1,NA,NA,1,NA,NA,NA,1,NA,NA,2,3,3,3,2,3,2,3,3,3,7
"423",5010780,"Kita,K.","Kiyoshi  Kita",6,1,1,2,2,3,NA,2,3,3,1,2,2,6,4,4,1,NA,1,1,1
"424",5018823,"Lockhart,B.E.","Benham E L Lockhart",NA,NA,1,2,2,1,1,NA,3,1,2,3,1,2,NA,NA,4,3,4,2,3
"425",5039855,"Robnett,C.J.","Christie J. Robnett",1,2,NA,NA,3,NA,5,NA,1,NA,2,2,NA,2,NA,1,3,2,1,NA,NA
"426",5040481,"Heitman,J.","Joseph  Heitman",1,NA,5,8,3,5,7,8,11,5,3,4,11,5,7,9,8,7,1,NA,NA
"427",5087388,"Loker,E.S.","Eric S. Loker",5,NA,NA,2,5,3,5,6,8,1,1,3,3,4,1,2,NA,1,5,3,1
"428",5093157,"Overbaugh,J.M.","Julie M Overbaugh",2,3,2,2,2,2,NA,1,3,5,2,2,3,1,NA,NA,2,2,2,1,NA
"429",5109195,"Giribet,G.","Gonzalo  Giribet",NA,2,3,3,1,3,4,7,7,11,10,3,6,9,9,17,9,8,6,5,3
"430",5129377,"Nakagomi,O.","Osamu  Nakagomi",5,NA,3,2,2,1,2,NA,3,1,3,3,4,2,3,1,5,3,7,5,4
"431",5139889,"Kawachi,M.","Masanobu  Kawachi",NA,NA,3,NA,NA,1,NA,1,1,1,3,1,2,NA,2,NA,3,NA,4,3,2
"432",5140509,"Knowles,D.P.","Donald P. Knowles",1,1,1,1,2,1,1,3,6,3,6,6,2,5,1,2,NA,1,NA,2,NA
"433",5164553,"Kew,O.M.","Olen M. Kew",NA,1,NA,7,NA,2,5,1,3,2,2,3,2,3,NA,NA,3,1,1,NA,NA
"434",5167644,"Bruford,M.W.","Michael William Bruford",4,1,1,1,5,4,1,7,4,9,6,4,7,10,5,2,4,2,3,2,1
"435",5169770,"Soltis,D.E.","Douglas E.  Soltis",3,6,7,5,6,4,6,8,3,7,6,4,8,6,4,9,4,5,11,5,6
"436",5177070,"Piertney,S.B.","STUART B.  PIERTNEY",1,4,1,2,2,2,3,NA,1,1,2,3,2,NA,3,1,1,1,3,3,NA
"437",5181177,"Bonatto,S.L.","Sandro Luis  Bonatto",NA,2,NA,NA,NA,1,3,2,5,2,2,5,4,3,7,6,5,4,2,5,2
"438",5192997,"Oberste,M.S.","M. Steven Oberste",1,4,4,3,1,3,6,5,1,2,3,3,2,2,1,1,5,1,NA,3,2
"439",5207203,"Wehmann,E.","Enikő  Wehmann",NA,1,1,NA,NA,2,4,NA,NA,1,NA,NA,NA,1,1,NA,NA,2,1,NA,2
"440",5216557,"Honeycutt,R.L.","Rodney L.  Honeycutt",3,1,1,6,4,2,5,5,2,5,2,NA,2,2,6,NA,NA,2,1,1,NA
"441",5228247,"Nordmann,P.","Patrice  Nordmann",2,1,8,7,15,11,8,15,11,13,10,15,9,18,11,17,11,5,5,2,5
"442",5245999,"Pukall,R.","Rüdiger  Pukall",NA,NA,2,NA,3,NA,2,2,4,3,3,2,16,15,8,4,8,2,1,2,2
"443",5249470,"Kikuyama,S.","Sakae  Kikuyama",1,NA,1,2,1,1,3,2,NA,3,2,1,NA,3,2,1,1,1,NA,1,1
"444",5259170,"Cnockaert,M.C.","Margo C Cnockaert",NA,NA,1,1,4,2,5,NA,2,NA,2,NA,NA,1,1,NA,8,10,12,7,2
"445",5265547,"Kudrna,D.A.","David A. Kudrna",NA,NA,1,NA,NA,2,2,NA,2,7,11,7,6,3,2,2,7,3,NA,1,NA
"446",5268932,"Kutish,G.F.","Gerald F. Kutish",3,2,3,5,5,4,3,3,4,3,NA,NA,NA,1,NA,3,NA,1,4,1,1
"447",5269402,"Karol,K.G.","Kenneth G. Karol",1,3,2,1,1,NA,2,NA,1,1,3,NA,NA,3,3,1,NA,NA,NA,1,2
"448",5272590,"Stinear,T.P.","Timothy P. Stinear",NA,NA,1,2,1,NA,1,1,1,NA,3,3,NA,2,NA,1,4,NA,NA,NA,1
"449",5274242,"Putaporntip,C.","Chaturong  Putaporntip",1,1,NA,1,1,2,NA,1,1,1,1,3,3,5,3,2,3,2,2,1,NA
"450",5280440,"Yanagihara,R.","Richard  Yanagihara",1,1,NA,3,1,1,NA,1,1,2,5,4,7,4,5,4,8,10,4,5,3
"451",5284892,"Demura,T.","Taku  Demura",2,NA,NA,1,NA,4,NA,6,3,3,2,1,4,NA,1,1,1,1,1,NA,1
"452",5311241,"Bussche,R.A.","Ronald A. Van Den Bussche",2,NA,NA,2,NA,NA,3,NA,1,1,1,1,NA,NA,1,NA,1,NA,1,1,2
"453",5320556,"Marialigeti,K.","Károly  Márialigeti",NA,NA,1,2,3,7,2,NA,1,2,4,13,3,12,7,8,6,7,3,1,2
"454",5321670,"Shoguchi,E.","Eiichi  Shoguchi",NA,NA,1,1,1,2,NA,NA,1,NA,NA,2,NA,1,4,1,1,2,8,1,NA
"455",5332255,"Okamoto,M.","Munehiro  Okamoto",1,2,NA,1,2,1,3,2,NA,1,2,NA,3,1,2,4,2,3,4,NA,NA
"456",5336900,"Shank,T.M.","Timothy M. Shank",NA,2,NA,NA,3,NA,1,NA,1,2,NA,1,1,2,NA,5,2,NA,3,1,NA
"457",5373718,"Johnson,W.E.","Warren E.  Johnson",1,2,NA,2,6,NA,1,2,1,3,5,5,1,1,2,2,2,3,1,NA,2
"458",5386824,"Ruber,L.","Lukas  Rüber",NA,NA,1,NA,3,NA,1,2,1,2,2,NA,3,1,NA,NA,2,2,NA,1,4
"459",5389516,"Makuwa,M.","Maria  Makuwa",NA,1,NA,NA,NA,1,NA,2,1,1,1,5,3,3,NA,4,NA,NA,1,NA,NA
"460",5399024,"Stegeman,J.J.","John J. Stegeman",1,1,NA,2,2,1,1,1,2,2,1,NA,2,NA,4,4,5,2,NA,NA,2
"461",5409067,"Switzer,W.M.","William M.  Switzer",NA,3,1,NA,2,NA,3,4,4,3,NA,4,6,1,4,4,9,7,5,4,NA
"462",5474035,"Swayne,D.E.","David E.  Swayne",2,2,NA,1,1,1,NA,2,7,2,7,2,1,4,2,NA,NA,1,NA,NA,4
"463",5522746,"Karchner,S.I.","Sibel I. Karchner",1,2,4,2,NA,1,NA,3,2,2,1,NA,2,NA,1,1,3,NA,NA,NA,1
"464",5523403,"Bierne,N.","Nicolas  Bierne",NA,NA,1,1,NA,NA,1,NA,NA,NA,1,2,1,1,NA,NA,4,2,NA,2,NA
"465",5552122,"Belles,X.","Xavier  Bellés",NA,1,1,2,NA,NA,1,1,3,2,4,3,6,3,2,6,1,3,1,2,NA
"466",5554425,"Noda,S.","Satoko  Noda",NA,NA,3,NA,NA,3,3,NA,3,4,8,5,6,NA,1,1,NA,1,1,NA,NA
"467",5557888,"Doadrio,I.","Ignacio  Doadrio",NA,1,1,1,5,2,3,3,2,5,6,9,5,4,6,4,4,5,8,7,3
"468",5573129,"Ohkuma,M.","Moriya  Ohkuma",1,4,5,2,4,4,10,3,12,7,13,5,6,2,9,19,21,15,29,22,13
"469",5576902,"Matthee,C.A.","Conrad A.  Matthee",1,NA,3,NA,2,3,1,6,3,4,8,4,2,4,1,6,4,4,4,3,1
"470",5589579,"Bukh,J.","Jens  Bukh",3,3,4,3,1,NA,1,NA,1,NA,2,2,1,2,4,3,2,3,NA,1,3
"471",5592179,"Obornik,M.","Miroslav  Oborník",NA,NA,1,NA,4,3,NA,4,1,2,2,12,3,2,1,1,4,1,4,2,NA
"472",5592765,"Casaregola,S.","Serge  Casaregola",NA,NA,1,14,3,1,1,1,2,NA,NA,1,4,2,3,5,2,NA,3,1,3
"473",5597695,"Kazanji,M.","Mirdad  Kazanji",1,NA,2,1,2,1,3,1,1,2,1,5,5,3,1,4,4,3,3,3,3
"474",5602527,"Crayn,D.M.","Darren M. Crayn",NA,1,NA,1,1,1,NA,2,NA,2,2,1,1,NA,4,2,NA,NA,1,3,NA
"475",5603041,"Plyusnina,A.","Angelina  Plyusnina",NA,1,3,NA,NA,1,1,2,1,1,2,3,3,NA,1,6,2,NA,1,NA,NA
"476",5603340,"Moreira,D.","David  Moreira",NA,NA,1,2,3,3,3,3,10,4,8,4,8,3,11,4,4,6,3,5,1
"477",5607180,"Mable,B.K.","Barbara K. Mable",NA,NA,1,NA,1,NA,1,NA,NA,1,1,1,1,3,NA,4,1,NA,1,1,2
"478",5628295,"Nishizawa,T.","Tomoyasu  Nishizawa",NA,NA,1,1,NA,NA,NA,NA,1,NA,2,1,2,4,4,2,NA,2,1,1,NA
"479",5644247,"Trotsenko,Y.A.","Yuri A. Trotsenko",1,2,1,7,2,3,4,3,6,1,7,8,3,5,7,2,6,1,3,NA,2
"480",5686220,"Arie,T.","Tsutomu  Arie",NA,NA,1,1,NA,NA,2,1,2,2,2,1,2,7,2,2,2,1,NA,2,1
"481",5688407,"Kitashiba,H.","Hiroyasu  Kitashiba",2,NA,NA,NA,1,1,1,1,3,2,1,NA,NA,1,1,NA,1,2,1,NA,1
"482",5703389,"Hypsa,V.","Václav  Hypsa",3,1,1,1,2,2,1,NA,3,NA,3,4,3,2,1,1,4,1,NA,NA,3
"483",5703920,"Bremer,B.","Birgitta  Bremer",2,3,5,5,2,4,NA,2,3,NA,2,6,6,6,1,NA,1,3,2,1,2
"484",5716592,"Gibbs,A.J.","Adrian J. Gibbs",5,2,1,1,NA,3,1,1,1,NA,2,NA,NA,NA,2,NA,1,1,1,1,1
"485",5720848,"Golovljova,I.","Irina  Golovljova",NA,NA,1,NA,1,1,NA,1,NA,1,NA,1,NA,NA,1,3,1,NA,3,3,1
"486",5728806,"Loessner,M.J.","Martin J. Loessner",2,1,1,2,NA,5,2,NA,1,NA,NA,2,1,3,2,1,2,4,1,1,NA
"487",5766768,"Shinoda,T.","Tetsuro  Shinoda",NA,4,1,NA,1,2,1,3,1,1,2,3,1,6,NA,4,3,3,2,NA,1
"488",5775349,"Vossbrinck,C.R.","CHARLES R. VOSSBRINCK",2,1,2,NA,1,2,2,2,2,2,1,4,NA,3,4,1,3,NA,NA,NA,1
"489",5778032,"Nozaki,H.","Hisayoshi  Nozaki",NA,5,2,1,5,3,5,8,2,2,5,10,8,9,7,7,6,6,8,7,5
"490",5800357,"Lagudah,E.S.","Evans S. Lagudah",1,NA,NA,1,NA,1,2,NA,NA,2,1,1,2,NA,2,NA,1,NA,3,NA,NA
"491",5809453,"Peelman,L.J.","Luc J. Peelman",2,NA,3,1,5,8,6,4,7,4,1,1,2,3,NA,2,NA,NA,2,NA,1
"492",5824928,"Perreten,V.","Vincent  Perreten",1,NA,NA,NA,2,NA,1,NA,1,2,NA,6,NA,4,2,2,9,3,5,5,9
"493",5838896,"Kalendar,R.","Ruslan  Kalendar",NA,NA,1,NA,4,1,NA,3,1,2,NA,7,3,NA,1,NA,NA,1,4,7,NA
"494",5855358,"Tindall,B.J.","Brian J.  Tindall",1,2,7,3,4,3,4,4,7,6,6,3,15,12,13,6,11,1,1,2,1
"495",5869906,"Henttonen,H.","Heikkia  Henttonen",1,NA,2,1,2,4,3,2,2,1,2,6,2,4,2,4,4,3,2,3,1
"496",5882470,"Kakishima,M.","Makoto  Kakishima",NA,NA,1,NA,1,1,2,4,3,2,1,2,5,5,NA,2,NA,1,1,NA,NA
"497",5889340,"Oromi,P.","PEDRO  OROMÍ",NA,NA,1,2,4,NA,1,1,2,1,3,3,2,NA,NA,2,2,NA,NA,1,NA
"498",5900409,"Tanuri,A.","Amı́lcar  Tanuri",NA,2,5,4,2,1,3,6,3,4,NA,2,2,2,2,1,3,NA,NA,1,NA
"499",5910666,"Vapalahti,O.","Olli  Vapalahti",1,NA,2,NA,1,NA,3,1,1,2,3,3,4,2,4,13,5,8,6,2,5
"500",5915844,"Terai,Y.","Yohey  Terai",NA,2,NA,NA,1,5,1,2,2,1,NA,2,1,NA,2,1,NA,1,1,2,1
"501",5917147,"Descamps,D.","Diane  Descamps",1,1,1,NA,2,1,2,1,1,NA,NA,1,1,3,1,1,1,1,1,NA,1
"502",5919726,"Knowles,N.J.","Nicholas James Knowles",2,2,3,2,5,1,1,1,3,2,3,11,8,2,3,7,10,11,7,7,1
"503",5927374,"Sall,A.A.","Amadou Alpha Sall",3,NA,1,NA,1,NA,NA,NA,2,NA,1,2,3,3,1,2,4,4,3,2,4
"504",5941427,"Karasev,A.V.","Alexander V. Karasev",1,1,2,NA,2,2,NA,NA,2,1,NA,1,1,2,4,1,NA,3,2,4,4
"505",5943035,"Nawa,Y.","Yukifumi  Nawa",1,NA,NA,1,NA,NA,NA,1,NA,NA,2,4,2,1,1,4,5,NA,2,2,NA
"506",5944951,"Hantula,J.","Jarkko  Hantula",1,NA,1,2,2,NA,5,2,3,2,NA,NA,3,2,3,4,2,2,6,NA,3
"507",5967941,"Wiegertjes,G.F.","Geert F. Wiegertjes",NA,NA,1,1,NA,NA,1,NA,NA,1,NA,8,3,2,2,2,2,3,1,2,NA
"508",5991420,"Mariaux,J.","Jean-Baptiste  Mariaux",NA,2,1,2,2,NA,NA,1,NA,NA,NA,2,2,NA,2,1,2,1,3,NA,1
"509",5991589,"Takaki,Y.","Yoshihiro  Takaki",NA,1,8,4,1,1,1,4,NA,NA,3,2,NA,1,5,6,4,5,3,8,7
"510",6004426,"Hikima,J.","Jun-ichi  Hikima",1,NA,NA,1,NA,NA,1,1,2,4,NA,NA,3,2,5,5,2,NA,1,1,1
"511",6006141,"Nickrent,D.L.","Daniel L. Nickrent",6,1,2,3,NA,1,NA,3,1,1,4,3,2,1,NA,1,NA,NA,3,1,NA
"512",6008291,"Takai,K.","Ken  Takai",NA,1,4,2,5,4,10,9,20,14,4,7,7,5,6,10,11,11,5,8,7
"513",6011032,"Shirasu,K.","Ken  Shirasu",NA,NA,3,1,NA,2,2,1,1,1,1,NA,NA,1,1,1,NA,1,1,3,2
"514",6076704,"Schink,B.","Bernhard  Schink",NA,2,2,2,NA,4,NA,4,NA,3,6,3,1,1,4,2,NA,1,3,1,NA
"515",6093497,"Nishizawa,T.","Tsutomu  Nishizawa",2,1,3,6,4,5,7,7,10,2,2,2,NA,NA,3,3,3,3,1,4,4
"516",6108164,"Holo,H.","Helge  Holo",1,NA,NA,2,1,2,1,1,1,1,2,NA,NA,2,NA,2,NA,NA,NA,1,NA
"517",6114737,"Hirsch,V.M.","Vanessa M. Hirsch",1,NA,2,1,2,NA,2,NA,NA,2,2,NA,NA,1,NA,5,2,2,3,2,NA
"518",6119340,"Acinas,S.G.","Silvia G. Acinas",NA,NA,1,NA,1,2,NA,1,NA,1,NA,2,1,NA,NA,1,NA,2,2,5,4
"519",6131478,"Ferte,H.","Hubert  Ferté",NA,1,NA,1,1,1,NA,1,2,2,1,3,3,2,2,2,1,3,3,2,NA
"520",6134339,"Ollivier,B.","Bernard  Ollivier",5,2,3,4,3,3,6,6,4,2,9,4,2,4,8,10,10,2,9,5,1
"521",6154416,"Yukuhiro,K.","Kenji  Yukuhiro",1,NA,1,1,NA,1,2,NA,NA,NA,NA,2,NA,NA,2,1,NA,NA,NA,NA,1
"522",6155289,"Kusakabe,R.","Rie  Kusakabe",NA,NA,1,NA,1,NA,1,NA,NA,NA,2,2,NA,NA,2,NA,1,NA,1,NA,1
"523",6167874,"Miya,M.U.","Masaki U. Miya",1,1,2,4,8,3,7,9,6,6,6,10,12,12,5,4,10,7,4,4,3
"524",6174056,"Farias,I.P.","IZENI PIRES  FARIAS",NA,NA,1,1,1,NA,2,2,2,2,4,8,4,3,2,5,1,5,5,6,6
"525",6211518,"Picardeau,M.","Mathieu  Picardeau",1,1,NA,2,3,1,NA,NA,2,2,2,2,1,NA,1,NA,1,2,2,NA,NA
